key,name,description,attached to,layer,type,url
formal-science.computer-science.algorithms.distributed-algorithms,Distributed algorithms,Study of algorithms for distributed systems.,Algorithms|0,3,S,https://en.wikipedia.org/wiki/Distributed_algorithms
formal-science.computer-science.algorithms.parallel-algorithms,Parallel algorithms,Study of algorithms for parallel computing.,Algorithms|0,3,S,https://en.wikipedia.org/wiki/Parallel_algorithms
formal-science.computer-science.algorithms.randomized-algorithms,Randomized algorithms,Study of algorithms using randomness and probability.,Algorithms|0;Statistics|1,3,S,https://en.wikipedia.org/wiki/Randomized_algorithms
formal-science.computer-science.artificial-intelligence,Artificial intelligence,Study of systems that perform intelligent tasks.,key:formal-science.computer-science|0;Computer science|0,2,S,https://en.wikipedia.org/wiki/Artificial_intelligence
formal-science.computer-science.artificial-intelligence.cognitive-science,Cognitive science,Study of mind and cognition using computational models.,Artificial intelligence|0;Psychology|1,3,S,https://en.wikipedia.org/wiki/Cognitive_science
formal-science.computer-science.artificial-intelligence.cognitive-science.automated-reasoning,Automated reasoning,Study of automated logical reasoning systems.,Cognitive science|0;Logic|1,4,S,https://en.wikipedia.org/wiki/Automated_reasoning
formal-science.computer-science.artificial-intelligence.cognitive-science.computer-vision,Computer vision,Study of systems that interpret visual information.,Cognitive science|0,4,S,https://en.wikipedia.org/wiki/Computer_vision
formal-science.computer-science.artificial-intelligence.cognitive-science.machine-learning,Machine learning,Study of algorithms that learn from data.,Cognitive science|0;Statistics|1,4,S,https://en.wikipedia.org/wiki/Machine_learning
formal-science.computer-science.artificial-intelligence.cognitive-science.machine-learning.artificial-neural-networks,Artificial neural networks,Study of neural network models for learning.,Machine learning|0,5,S,https://en.wikipedia.org/wiki/Artificial_neural_network
formal-science.computer-science.artificial-intelligence.cognitive-science.machine-learning.support-vector-machine,Support vector machine,Study of support vector machines for classification.,Machine learning|0,5,S,https://en.wikipedia.org/wiki/Support_vector_machine
formal-science.computer-science.artificial-intelligence.cognitive-science.natural-language-processing-computational-linguistics,Natural language processing (Computational linguistics),Study of language processing with computational methods.,Cognitive science|0;Linguistics|1,4,S,https://en.wikipedia.org/wiki/Natural_language_processing
formal-science.computer-science.artificial-intelligence.expert-systems,Expert systems,Study of rule based systems for expert decision making.,Artificial intelligence|0,3,S,https://en.wikipedia.org/wiki/Expert_system
formal-science.computer-science.database,Database,Study of database systems and data management.,key:formal-science.computer-science|0;Computer science|0,2,S,https://en.wikipedia.org/wiki/Database
formal-science.computer-science.data-science,Data science,Study of extracting insights from data using computation.,key:formal-science.computer-science|0;Statistics|1,2,S,https://en.wikipedia.org/wiki/Data_science
formal-science.computer-science.data-structures,Data structures,Study of organizing data for efficient processing.,key:formal-science.computer-science|0;Computer science|0,2,S,https://en.wikipedia.org/wiki/Data_structures
formal-science.computer-science.computer-architecture,Computer architecture,Study of computer hardware organization and design.,key:formal-science.computer-science|0;Physics|1,2,S,https://en.wikipedia.org/wiki/Computer_architecture
formal-science.computer-science.computer-graphics,Computer graphics,Study of generating and manipulating visual images.,key:formal-science.computer-science|0;Computer science|0,2,S,https://en.wikipedia.org/wiki/Computer_graphics
formal-science.computer-science.computer-graphics.image-processing,Image processing,Study of processing and analyzing digital images.,Computer graphics|0,3,S,https://en.wikipedia.org/wiki/Image_processing
formal-science.computer-science.computer-graphics.scientific-visualization,Scientific visualization,Study of visualizing scientific data and models.,Computer graphics|0;Scientific thinking|1,3,S,https://en.wikipedia.org/wiki/Scientific_visualization
formal-science.computer-science.computer-communications-networks,Computer communications (networks),Study of data communication and networked systems.,key:formal-science.computer-science|0;Computer science|0,2,S,https://en.wikipedia.org/wiki/Computer_networking
formal-science.computer-science.computer-communications-networks.cloud-computing,Cloud computing,Study of computing resources delivered over networks.,Computer communications (networks)|0,3,S,https://en.wikipedia.org/wiki/Cloud_computing
formal-science.computer-science.computer-communications-networks.internet-world-wide-web,"Internet, World Wide Web",Study of internet architecture and web technologies.,Computer communications (networks)|0,3,S,https://en.wikipedia.org/wiki/Internet
formal-science.computer-science.computer-communications-networks.ubiquitous-computing,Ubiquitous computing,Study of computing embedded in everyday environments.,Computer communications (networks)|0,3,S,https://en.wikipedia.org/wiki/Ubiquitous_computing
formal-science.computer-science.computer-communications-networks.wireless-computing-mobile-computing,Wireless computing (Mobile computing),Study of mobile and wireless computing systems.,Computer communications (networks)|0,3,S,https://en.wikipedia.org/wiki/Wireless_computing
formal-science.computer-science.computer-security-and-reliability,Computer security and reliability,Study of secure and reliable computing systems.,key:formal-science.computer-science|0;Computer science|0,2,S,https://en.wikipedia.org/wiki/Computer_security
formal-science.computer-science.computer-security-and-reliability.cryptanalysis,Cryptanalysis,Study of breaking and analyzing cryptographic systems.,Computer security and reliability|0,3,S,https://en.wikipedia.org/wiki/Cryptanalysis
formal-science.computer-science.computer-security-and-reliability.fault-tolerant-computing,Fault-tolerant computing,Study of systems that continue operating despite faults.,Computer security and reliability|0,3,S,https://en.wikipedia.org/wiki/Fault-tolerant_system
formal-science.computer-science.computing-in-mathematics-natural-sciences-engineering-and-medicine,"Computing in mathematics, natural sciences, engineering, and medicine",Study of computing applied to science engineering and medicine.,key:formal-science.computer-science|0;Computer science|0,2,S,https://en.wikipedia.org/wiki/Mathematics
formal-science.computer-science.computing-in-mathematics-natural-sciences-engineering-and-medicine.algebraic-symbolic-computation,Algebraic (symbolic) computation,Study of symbolic computation for algebraic problems.,"Computing in mathematics, natural sciences, engineering, and medicine|0",3,S,https://en.wikipedia.org/wiki/Symbolic_computation
formal-science.computer-science.computing-in-mathematics-natural-sciences-engineering-and-medicine.computational-biology-bioinformatics,Computational biology (bioinformatics),Study of computation applied to biological data and systems.,"Computing in mathematics, natural sciences, engineering, and medicine|0;Biology|1",3,S,https://en.wikipedia.org/wiki/Computational_biology
formal-science.computer-science.computing-in-mathematics-natural-sciences-engineering-and-medicine.computational-neuroscience,Computational neuroscience,Study of computational models of neural systems.,"Computing in mathematics, natural sciences, engineering, and medicine|0;Biology|1",3,S,https://en.wikipedia.org/wiki/Computational_neuroscience
